0,0,100,0,120,140,0,134,240,0,0,275
0,0,209,0,250,0,0,0,212,0,0,205
95,0,0,118,0,0,0,0,0,0,0,0
0,390,0,0,0,0,458,0,0,532,0,816
0,0,935,0,0,141,334,0,497,0,0,0
959,0,847,480,0,489,0,0,0,0,0,0
